label,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z,p4_x,p4_y,p4_z,p5_x,p5_y,p5_z,p6_x,p6_y,p6_z,p7_x,p7_y,p7_z,p8_x,p8_y,p8_z,p9_x,p9_y,p9_z,p10_x,p10_y,p10_z,p11_x,p11_y,p11_z,p12_x,p12_y,p12_z,p13_x,p13_y,p13_z,p14_x,p14_y,p14_z,p15_x,p15_y,p15_z,p16_x,p16_y,p16_z,p17_x,p17_y,p17_z,p18_x,p18_y,p18_z,p19_x,p19_y,p19_z,p20_x,p20_y,p20_z,dist_0,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7,dist_8
1,0.0,0.0,0.0,-0.22210280691218462,-0.19734733703504906,-0.004734781718582326,-0.36935722563119927,-0.8849340344808128,-0.0028907669789646206,-0.37082554115892885,-1.7637508546711305,-0.0049443381454352675,-0.2987146242022973,-2.3524358619350147,-0.004482471066296512,-0.34369991803485606,-1.2353701956327454,0.028536625524282044,-0.42436940743398893,-1.786485106740386,0.01109871020656783,-0.3871039275348352,-1.433571875709492,0.0009668069810118141,-0.34265474738850293,-1.2811228246077042,-0.0016515697666932283,-0.2375304405602081,-1.4369636569556778,0.024581330214857644,-0.29196243689611373,-2.013486087069498,0.003347108225568718,-0.2321955236180812,-1.3538627198030417,-0.003240326567322427,-0.18822025458147779,-1.1349100840038373,0.000870039131257272,-0.12687735674195735,-1.574211701218784,0.015714925100326127,-0.1842367792677418,-2.1527436747774575,-0.0066514310042862235,-0.13652684522339303,-1.418647775755293,-0.0012450082309101163,-0.08974911302054735,-1.122504393108037,0.011711934899210519,0.0007218846097576318,-1.6771665995178409,0.005926353243410176,-0.06452889707161148,-2.125455551195621,-0.00402276884648245,-0.04719223008928301,-1.6091616808116653,0.0038722006988223256,-0.011170801720082548,-1.347984682193575,0.014843963404416627,0.2230612754867324,0.1375008899872942,0.11066228789543776,0.10441085957728818,0.12336533513252469,0.09780686920896962,0.03566215264625958,0.023697666150873493,0.02666933683734053
1,0.0,0.0,0.0,-0.23151289639677025,-0.1970320032296111,-0.0031378951660201437,-0.3777002940682824,-0.8716420883763024,-0.0003007503380842991,-0.37911419065595436,-1.7342915964147094,-0.0014860505741864927,-0.30608127855428363,-2.316849849469515,-0.00015952378251427035,-0.35692261962637084,-1.220471090495075,0.030142459059987914,-0.4316205472827547,-1.8192215951218096,0.013921484324072253,-0.392483001424004,-1.4549991688500843,0.004589394639168631,-0.3528790917693196,-1.2680999385212919,0.0025560916130586975,-0.24903114914402455,-1.4287229579438143,0.02605955951932515,-0.29806910298568207,-2.0312360650460564,0.005627556211237561,-0.233119260582764,-1.372297113667007,-0.0009017832615256793,-0.19098679361935747,-1.1115106347610642,0.003389247898866188,-0.13639916754916573,-1.5851005163683762,0.017306740368638884,-0.19094522517356605,-2.158790531751246,-0.003803167286406506,-0.13817180551832506,-1.4384210262458674,0.00116224351424421,-0.0922859356722607,-1.1220391933360248,0.013758353861902606,-0.005567609297608576,-1.704543355682031,0.007812575875703942,-0.07053852063880452,-2.1452605984807107,-0.0015948392954499013,-0.04759473156962594,-1.646476320143116,0.005765564712618243,-0.010921682058617488,-1.3817055987841464,0.016374782632027518,0.21893518617709562,0.13635809355985673,0.10815399745015697,0.10412364818281773,0.12593950335868395,0.09530774074347721,0.036736267283257185,0.023138205514738053,0.029111950277002134
1,0.0,0.0,0.0,-0.23352106000067713,-0.16706983373910148,-0.0034155386681220534,-0.381529844483006,-0.8215387456561999,-0.0009926288336998823,-0.3849220957901713,-1.6858392117693572,-0.0025396870630345347,-0.3134651062824934,-2.275966235407953,-0.0015895866970083716,-0.362832319843613,-1.1912553061988889,0.028494073339317083,-0.43937382920830376,-1.7768922191356098,0.011983324103567838,-0.3986622421401154,-1.40628121293464,0.0027677521859743592,-0.35562267868425906,-1.2413247549784632,0.0006837635003478226,-0.25235715466314557,-1.398184057473417,0.02417986679873252,-0.3078245920648519,-1.9873769690159602,0.003674881561238408,-0.24491637299107394,-1.3286188796637326,-0.002410075365986586,-0.20017825533483874,-1.09107739247144,0.0020023894315102098,-0.138120884773883,-1.5492000384959528,0.015242170803759336,-0.19744542591068004,-2.108249058409805,-0.006244253571566105,-0.14528138357453804,-1.3816685134319662,-0.0008065694425738457,-0.09602302605216433,-1.0754052479347442,0.012059111409399748,-0.006523933828671166,-1.6634744938302433,0.005556630231950521,-0.07655093784048762,-2.1000855754624714,-0.004028103518720627,-0.05531229611813937,-1.5899875408369228,0.003750525443393826,-0.015364129878111235,-1.3204313367459475,0.014649686664853334,0.21863349090661593,0.13583371375972642,0.10839708078408157,0.10130837678585705,0.12195815067312067,0.09527079814058495,0.03525642420030662,0.02398619273326382,0.028183033042632984
1,0.0,0.0,0.0,-0.22791989699414966,-0.19861431413890088,-0.0034187651120589635,-0.37343877881568643,-0.8797180104879107,-0.0007221540666648707,-0.37295837053631214,-1.7507505963235614,-0.0021216320686505696,-0.30084497162800045,-2.338473780882572,-0.000902033201185759,-0.35246489763272054,-1.2489362431549702,0.029903461376903806,-0.4276293402026455,-1.8514976325064576,0.01355724331247643,-0.3905854637589185,-1.4830623011430688,0.00428159643220738,-0.3505412910070333,-1.3078512968801301,0.002187772572739277,-0.2422557424154556,-1.4500848500191852,0.025667403976200376,-0.29637779487525034,-2.0478377419741904,0.005005078076152358,-0.23738850735963493,-1.3804194900559996,-0.0014079990445168278,-0.19458875331514136,-1.1327114954304935,0.002955302282003913,-0.1303815101453827,-1.5904354843175803,0.01669486534106568,-0.1888740374566216,-2.1604677365548652,-0.0047180371705906055,-0.14121155923217,-1.4292738499756723,0.0005323093852496186,-0.09348423716719251,-1.122516307422102,0.013361601310549531,-7.161015431988256e-05,-1.704897962412826,0.006930435693590198,-0.06975646627006671,-2.148788497317368,-0.002080825704382505,-0.05127738136889858,-1.6435250930581213,0.005893552361754928,-0.012917456892237713,-1.3848993337262674,0.016859813744900976,0.22077871612909547,0.1395630968679976,0.11040015650229702,0.10425085189069527,0.12636549138691341,0.09381787336760808,0.03658401625569148,0.023791572634471198,0.029412180271736574
1,0.0,0.0,0.0,-0.2274172497542523,-0.18676835988704618,-0.0033661554147101924,-0.37593340023211563,-0.8425076791641939,-0.0008318763970009968,-0.3800085150804009,-1.703880341991822,-0.00239803907913938,-0.30470355737974586,-2.2915317242413766,-0.0014886834936760351,-0.3575784500163073,-1.2085739254061316,0.029488265882378073,-0.43638933269887636,-1.8041692481266753,0.01340562048847005,-0.39449126663528533,-1.4706000508683488,0.0042000952131502345,-0.35014739171589687,-1.321196449650117,0.0020267287223987296,-0.24714707809228048,-1.4115236374782343,0.025325566898231955,-0.30023143259966656,-2.0073025427652817,0.004869323591833563,-0.23734420561870084,-1.3641573788452885,-0.0016000635035879895,-0.1944215977956415,-1.114009012827954,0.002567592910622807,-0.1339451744936914,-1.5606370282449769,0.016524466122632475,-0.1905704591597733,-2.1335300677592492,-0.004854695503468065,-0.14074528582722926,-1.4166691666068856,9.321214440660697e-05,-0.09480938685160024,-1.0998989154607173,0.012623588922565432,-0.0021888196311308154,-1.6778455297808097,0.006975094690119477,-0.06870463201021354,-2.1160254863470658,-0.0025015353270418927,-0.049123931417174624,-1.6113821191232383,0.0049777109130673125,-0.014055289965239574,-1.335795013597501,0.015619812901263685,0.21894857171756701,0.14129047888036372,0.10968645106839182,0.1032433148063375,0.12311663273180276,0.08926323835901434,0.03771720431938829,0.02319543883211229,0.02756545643691153
1,0.0,0.0,0.0,-0.22350789414947705,-0.18986315811724172,-0.004786672819562909,-0.3708187696401572,-0.8839426791310184,-0.0026778379028371546,-0.36943140896082655,-1.7741570577013523,-0.00445034802348232,-0.29376452226932326,-2.3587383014590477,-0.0035615300798497174,-0.34518956348547347,-1.2412541681419202,0.02825710009395266,-0.42139134297017844,-1.8239789043137296,0.011107763457886222,-0.38448738087083345,-1.4406155374591112,0.0017500649633177545,-0.34330595671737135,-1.2892690492673053,-0.00042995067585138713,-0.2370504835178807,-1.4380776608731036,0.024339085627190116,-0.2887536129767792,-2.0271391617741092,0.003157070321805122,-0.23152148434710454,-1.3501226001807296,-0.0029032468368939135,-0.1902437234811495,-1.1454410700036464,0.001590155363857093,-0.12544048141471584,-1.5766277552012598,0.015492534447304251,-0.17998414364924026,-2.1462063302912284,-0.006684015322633741,-0.1347313731986225,-1.4075868109684886,-0.0010778444625145767,-0.09030726650459321,-1.136092806223016,0.011956128474167826,0.0025641248243745327,-1.6873886954178183,0.0057058219759085205,-0.061168771558489966,-2.1249256868516593,-0.0038137224541685555,-0.04363100910745996,-1.6137090253814081,0.004223577394924405,-0.0066018652915907855,-1.3706303868775531,0.015195559892646315,0.221859025145815,0.13737895925400653,0.11101666293922623,0.104982801147757,0.12461446773811223,0.09712661300332713,0.035125350331265404,0.02367666499172552,0.027852580017692495
1,0.0,0.0,0.0,-0.2246475058283355,-0.15934073167199822,-0.004323288282790827,-0.37713398942891213,-0.8363683635454102,-0.0018182468567431442,-0.38081258564538806,-1.7265790582257152,-0.0031905904844791166,-0.30098058407930095,-2.3116105867330146,-0.001836255724953162,-0.35629534978911215,-1.212648921185314,0.02847046875726278,-0.43212187005036395,-1.8095503732080092,0.011601591532638622,-0.3859527682369063,-1.411037610415597,0.002585347093230439,-0.3439557224466552,-1.2482386161683978,0.0007221765034444161,-0.24499610257870477,-1.4151922646551611,0.024624967066159797,-0.2973600754569237,-2.005287113463133,0.0035563307381778486,-0.23358331405385205,-1.3234943327672684,-0.0022566159688324205,-0.1932263885675642,-1.0947191395811118,0.00253813066851194,-0.1313716431456995,-1.5633308321156352,0.015935217080226494,-0.18868559021907422,-2.132027105301265,-0.006122189989724802,-0.13791902617856952,-1.3899622184484552,-0.00040749490395342036,-0.09278553505009698,-1.0967049747903586,0.012808969294241024,0.00047694470644765177,-1.68135342206074,0.00639338936056788,-0.06722072929828621,-2.1187193107170597,-0.0032760127880067103,-0.044618390845509066,-1.6012986585574556,0.004691564993521524,-0.005808189923653254,-1.343797638323921,0.015742630747666908,0.21861140839585635,0.1340193119014621,0.10709647827332971,0.10200094795288238,0.12270763605359605,0.09674672458993706,0.03452651661768905,0.023400335029561563,0.028995765917878964
1,0.0,0.0,0.0,-0.22008776780489758,-0.17728544514265795,-0.005391001547252472,-0.3727234899308025,-0.8673580764646055,-0.0036828961079322653,-0.37302713983939007,-1.7434627893404429,-0.005636840904628571,-0.29051309920589624,-2.3132576642821796,-0.004966690516596373,-0.3438352648449459,-1.2350569182541848,0.025682167304182713,-0.4250793941507038,-1.7989438886154352,0.007962008160973255,-0.38236973637628546,-1.433351655453616,-0.001352918063787456,-0.33704575448183455,-1.2967902778738856,-0.0034765080404781656,-0.23498100565406854,-1.4315120449444656,0.02201352749528951,-0.2883169992164647,-1.9913829458052572,0.0007853688816226168,-0.22774335769352497,-1.3233294991794213,-0.004382401085024412,-0.1849171502794722,-1.1260877398903022,0.0005335450200050218,-0.12215418162751554,-1.5642642928858383,0.013403991391385262,-0.17891075190179803,-2.1344139685059726,-0.009037592294191654,-0.13154955003514127,-1.3936936219437202,-0.002728860904028352,-0.08636046094394767,-1.1139651113754254,0.010674746861184303,0.007211403126437028,-1.6592536064330226,0.003800853076825206,-0.057865908369689245,-2.095073852071292,-0.006481126262372072,-0.0413581899191899,-1.5772270841847027,0.0013576092109701676,-0.005830021804377497,-1.3254511223713088,0.012219793317342464,0.22000079365974723,0.13820008416110544,0.10998715569130718,0.10388328113320286,0.12164209819154088,0.09333953686059479,0.035936520673241705,0.023181695915165397,0.025779075292028338
1,0.0,0.0,0.0,-0.22809392705019707,-0.19326302311211283,-0.0031191503381933217,-0.3757742695187375,-0.8527637584438518,-0.0007651860229316299,-0.3773366673939898,-1.721910458765666,-0.002602474227046514,-0.30063824378539233,-2.313330364018729,-0.0019525844123791103,-0.35080397563623406,-1.2168185652569201,0.02918799158794627,-0.4268309367822912,-1.8220936685379034,0.012955073571333742,-0.38659139368300705,-1.4426428124438333,0.004051386217156505,-0.34622907049661145,-1.2683980525844187,0.0021915511009638067,-0.24055227787543945,-1.4215523699197499,0.024735561876127576,-0.295401517113857,-2.022173761316959,0.0039530776688252445,-0.23313528309813006,-1.3541845689224274,-0.002259869290014649,-0.19013843383932624,-1.1019028102660444,0.0023313221303169485,-0.12720187158819163,-1.571577099631219,0.015685360251495695,-0.18638641048445534,-2.1385739549565033,-0.005798136511316443,-0.13605338013154483,-1.4086312596672181,-0.0003838919088821058,-0.08905923090043032,-1.0938705737424252,0.012648173911998128,0.005446275134296037,-1.684775549990095,0.0059189752922748085,-0.06466909419628736,-2.1259706575741792,-0.0032060927929933314,-0.044941481677765786,-1.6221136097376028,0.004759678455570793,-0.006900354318378407,-1.3551507987631208,0.015779557941982603,0.21950623085334434,0.1363272888080979,0.10783329701197035,0.10193122752484636,0.12415281381034816,0.09552138048192936,0.03613099685967757,0.023630784529745166,0.029524945218701724
1,0.0,0.0,0.0,-0.2268869961009117,-0.20166925504206082,-0.003056480909435777,-0.371238093258462,-0.8763424246038204,-0.0003589656080293935,-0.3728743002581696,-1.7534491721920848,-0.0018203312174591701,-0.2941228849040031,-2.3457223939386553,-0.0007472563411283772,-0.34670257239829744,-1.2541360745293977,0.030956956197769614,-0.4202754277101276,-1.859481196007335,0.015009759565145941,-0.38289856106479014,-1.497644106180276,0.005373093870730372,-0.34380627533838587,-1.3118154449908181,0.0029472516507667024,-0.23665255362053986,-1.4567758879818777,0.026785975893290015,-0.2888283156786832,-2.0569539225253233,0.006682427705527516,-0.22807630089692232,-1.3975586469638257,-0.0001442627217329573,-0.186448947673117,-1.133556875842979,0.003766435071156593,-0.12494245186110471,-1.5992054994356528,0.017944202398211928,-0.18123190516572318,-2.1816535468869325,-0.0028953988912689965,-0.13329679839935415,-1.453215856012092,0.002118808788509341,-0.08665717432528582,-1.1231120069210765,0.014665844490082236,0.006032477515145097,-1.7078737786481104,0.008342581440956565,-0.0617862661419194,-2.1615248375319482,-0.00033675988015602343,-0.04254699987050791,-1.6562042271014434,0.0076130783309054095,-0.0050684496313688834,-1.3841829947360549,0.018500954483897658,0.22118556691975735,0.13933106692035166,0.10997486575596421,0.10428483983358991,0.1265785026264478,0.09419300789102758,0.0370895647928134,0.023834624110495493,0.02953289622892173
